AccountID,CustomerID,AccountType,Balance,CreatedDate
513,758,Savings,63251,2015-11-18
514,2976,Checking,8085,2015-06-09
515,3296,Checking,16014,2020-02-02
516,2091,Savings,71961,2015-12-21
517,1040,Checking,76056,2020-05-05
518,2214,Business,29862,2021-06-28
519,4660,Checking,20769,2024-07-24
520,3622,Business,38206,2019-04-04
521,688,Checking,72299,2021-01-15
522,547,Savings,81089,2018-06-04
523,429,Checking,56720,2019-06-23
524,4263,Savings,3603,2016-03-10
525,1982,Savings,24550,2018-05-22
526,1599,Checking,52846,2020-02-04
527,3043,Savings,20392,2024-01-03
528,3531,Business,59190,2022-06-11
529,1997,Business,25816,2017-02-01
530,2893,Savings,80993,2019-10-03
531,4517,Checking,51488,2025-03-01
532,2271,Business,35197,2022-03-01
533,2173,Business,72636,2025-04-18
534,3149,Checking,55773,2021-03-09
535,4641,Business,48478,2015-11-26
536,1627,Savings,35757,2022-11-10
537,4650,Checking,43699,2017-08-07
538,87,Business,86902,2019-05-26
539,4561,Checking,21544,2021-12-07
540,4179,Checking,90023,2018-06-07
541,4076,Checking,30290,2018-08-25
542,3745,Savings,88660,2016-12-05
543,3351,Savings,81776,2021-02-23
544,4113,Business,82447,2024-05-22
545,2441,Savings,94859,2024-01-30
546,2079,Savings,22452,2019-10-15
547,302,Checking,43483,2019-03-13
548,2539,Business,43551,2022-04-22
549,4654,Checking,39713,2022-06-21
550,378,Checking,49620,2019-06-30
551,1018,Savings,71113,2016-10-31
552,843,Savings,82847,2017-06-28
553,4446,Business,72434,2016-12-15
554,3905,Savings,63237,2022-07-09
555,1603,Business,91287,2025-04-04
556,379,Checking,17411,2016-09-08
557,684,Business,41455,2024-10-10
558,332,Checking,47041,2015-09-21
559,3930,Business,59883,2018-09-20
560,1114,Savings,5919,2017-05-05
561,4788,Business,12227,2025-05-10
562,4000,Checking,83835,2016-09-02
563,4023,Business,66409,2015-12-25
564,2034,Savings,85205,2016-10-09
565,4689,Savings,15032,2017-11-28
566,48,Savings,16330,2015-06-23
567,1416,Business,2441,2024-01-18
568,2801,Checking,72523,2024-12-11
569,2773,Checking,77062,2015-12-06
570,4670,Savings,66412,2021-11-16
571,2633,Business,49012,2016-05-17
572,2790,Savings,27811,2024-05-07
573,3069,Savings,30432,2021-04-30
574,817,Checking,8859,2023-05-05
575,3941,Savings,59477,2020-02-06
576,3615,Checking,86057,2022-05-04
577,3809,Business,31607,2019-04-28
578,1472,Savings,80654,2020-01-09
579,3038,Business,8238,2023-05-16
580,2007,Checking,91749,2024-07-10
581,4099,Checking,75534,2019-01-19
582,3073,Business,32116,2022-10-27
583,2195,Savings,42899,2016-09-30
584,2674,Savings,10728,2024-04-08
585,173,Checking,68328,2023-02-02
586,3517,Checking,98697,2019-10-29
587,318,Savings,28650,2022-04-26
588,4293,Savings,58672,2016-03-30
589,2102,Checking,31097,2019-07-06
590,2011,Business,92935,2021-09-17
591,2474,Savings,29915,2021-06-02
592,3821,Checking,84553,2022-01-09
593,2429,Business,12217,2020-09-05
594,2931,Checking,73915,2021-08-21
595,1498,Checking,56405,2016-06-07
596,3539,Business,49742,2022-01-12
597,1000,Savings,27582,2017-01-07
598,1731,Business,52715,2023-01-09
599,2797,Business,59421,2022-05-28
600,2630,Checking,49008,2018-02-14
601,1306,Savings,45903,2022-07-23
602,1984,Business,25089,2023-08-22
603,3636,Savings,70493,2022-08-24
604,3927,Savings,11656,2023-03-22
605,2619,Checking,98569,2025-04-20
606,2897,Business,99473,2024-05-22
607,1650,Savings,4167,2025-04-26
608,4307,Checking,50832,2022-01-03
609,1692,Checking,54280,2017-03-04
610,1735,Business,43960,2020-04-21
611,1662,Savings,34377,2020-08-01
612,4920,Savings,83673,2021-09-15
613,4476,Savings,1943,2017-07-31
614,1386,Checking,73390,2019-04-04
615,1853,Savings,77672,2019-04-05
616,2804,Checking,68530,2016-02-22
617,530,Savings,27220,2019-07-08
618,3250,Business,69424,2019-05-25
619,3002,Savings,10139,2021-05-14
620,285,Savings,68440,2021-11-23
621,3408,Business,72439,2016-08-16
622,3165,Savings,15060,2018-09-08
623,4224,Business,85045,2015-11-28
624,1719,Business,2701,2019-12-20
625,1855,Checking,3091,2019-10-31
626,3531,Business,64448,2021-10-29
627,3360,Savings,43946,2024-03-02
628,2004,Business,50989,2019-12-31
629,98,Business,7828,2016-08-14
630,1759,Savings,87224,2023-06-16
631,527,Checking,1680,2016-09-18
632,562,Savings,70074,2023-12-30
633,3688,Savings,4585,2019-09-10
634,2198,Business,79685,2023-12-12
635,3627,Checking,28112,2016-11-20
636,592,Savings,9091,2019-11-29
637,4295,Business,35926,2022-11-08
638,3984,Business,12656,2019-04-12
639,4402,Business,51637,2016-04-24
640,2058,Checking,29728,2017-12-28
641,1668,Checking,86554,2019-07-02
642,4304,Savings,6899,2021-09-05
643,3672,Checking,8927,2019-03-19
644,373,Business,81729,2023-08-13
645,2185,Business,16043,2018-10-17
646,3678,Business,57615,2020-09-27
647,805,Checking,46447,2022-01-10
648,1003,Business,26090,2021-04-27
649,620,Business,96333,2022-11-06
650,564,Business,47861,2022-07-01
651,1173,Business,1379,2022-06-23
652,1483,Checking,35307,2018-05-30
653,1875,Savings,80025,2022-11-30
654,4950,Business,1712,2024-03-10
655,2042,Checking,39027,2024-10-15
656,4176,Business,38313,2023-05-12
657,4788,Checking,39166,2019-11-24
658,3403,Savings,29631,2024-11-19
659,1408,Savings,10012,2018-01-03
660,2044,Business,4872,2021-10-24
661,1961,Checking,80521,2016-10-20
662,1598,Savings,30861,2018-03-24
663,3820,Business,6103,2017-06-04
664,1612,Savings,79103,2023-06-14
665,4360,Savings,26830,2021-03-21
666,4281,Savings,15042,2022-10-07
667,4030,Business,81388,2015-12-13
668,3170,Checking,95196,2019-12-26
669,2843,Savings,40536,2018-04-05
670,4849,Checking,48696,2016-06-14
671,4654,Checking,23043,2022-03-08
672,28,Business,81882,2015-09-11
673,3253,Checking,57323,2016-01-29
674,910,Checking,9419,2021-04-12
675,3492,Checking,8165,2016-02-29
676,1799,Business,77248,2020-02-02
677,4570,Checking,26294,2017-07-17
678,3029,Checking,65996,2019-12-31
679,2247,Business,86988,2024-11-25
680,4131,Savings,87780,2020-06-16
681,4324,Business,78306,2017-08-05
682,283,Business,71083,2019-10-30
683,580,Checking,83731,2023-06-07
684,3987,Savings,52648,2022-11-09
685,3517,Business,51127,2017-08-13
686,2449,Checking,94990,2022-02-06
687,4081,Business,49626,2017-12-09
688,2080,Business,52350,2024-12-14
689,4208,Checking,70356,2023-01-23
690,4797,Savings,27435,2015-12-24
691,4628,Business,4204,2020-12-14
692,65,Business,70595,2016-03-25
693,1446,Business,57813,2019-12-14
694,4285,Business,90775,2021-08-17
695,517,Savings,655,2019-05-10
696,2840,Savings,1903,2016-04-04
697,4496,Savings,74906,2023-09-08
698,1370,Checking,20894,2015-10-09
699,4045,Savings,95020,2016-07-16
700,1228,Savings,42851,2017-11-25
701,2506,Business,73923,2023-02-02
702,3187,Savings,46757,2016-03-29
703,2089,Business,49938,2018-08-23
704,234,Business,14734,2022-08-25
705,4703,Savings,47752,2019-01-13
706,593,Savings,73487,2016-08-29
707,294,Business,70775,2020-08-13
708,3755,Business,36140,2015-05-31
709,4705,Business,72099,2023-11-02
710,3056,Savings,42245,2024-04-10
711,4775,Savings,23094,2019-08-18
712,2350,Business,71808,2022-01-27
713,4619,Business,78022,2017-11-03
714,3651,Checking,40571,2016-08-08
715,526,Savings,74125,2018-03-01
716,3030,Business,36968,2019-10-19
717,1140,Business,4976,2025-02-03
718,701,Checking,88831,2018-03-03
719,2377,Business,74721,2023-12-24
720,3051,Checking,87971,2016-07-24
721,4253,Savings,73050,2016-04-20
722,1167,Checking,18784,2016-02-18
723,3216,Business,24189,2022-03-22
724,4666,Business,71124,2024-03-29
725,2249,Checking,47173,2022-10-09
726,925,Checking,57144,2022-07-25
727,2447,Checking,67272,2025-04-14
728,140,Checking,54724,2023-12-26
729,1369,Savings,87652,2021-03-24
730,866,Savings,94202,2019-01-02
731,4923,Business,88251,2022-02-16
732,1561,Checking,58115,2023-05-18
733,39,Business,85682,2025-01-02
734,929,Savings,20935,2024-03-04
735,1741,Checking,11903,2022-08-15
736,2427,Savings,25265,2016-07-09
737,2628,Savings,61182,2015-05-16
738,4008,Savings,29106,2023-09-08
739,3672,Business,21172,2016-04-10
740,4735,Checking,88625,2023-07-13
741,1355,Business,38733,2019-12-31
742,3453,Checking,7645,2020-01-19
743,4835,Business,9374,2022-10-15
744,2926,Savings,13567,2023-04-15
745,1968,Checking,40298,2022-09-30
746,1554,Business,38008,2023-10-27
747,3991,Savings,24217,2017-02-21
748,4675,Checking,86862,2024-12-07
749,2102,Checking,91586,2024-02-13
750,2243,Business,88011,2016-07-29
751,4798,Business,57075,2017-04-29
752,2019,Checking,34204,2022-05-03
753,2191,Savings,43928,2019-01-06
754,1442,Business,75146,2023-12-24
755,3171,Checking,55905,2025-03-30
756,61,Business,70936,2020-03-23
